source_wallet,txn_count,No_Days_Active,initial_balance,Last_txn_out,current_balance,first_transaction_date,last_trasaction_date
0xc0cc7fe46abab55a86120d6993b35a1c1faedfa6,85,31,0.018,0xad4dbd3be46f7bdab82702b581b1d4c5f584741a,0.0113913674941408,2022-02-24,2023-01-21
0xa78f5061a44957b3e5887872721e8a127b480e44,169,14,0.10066,0x4dbd4fc535ac27206064b68ffcf827b0a60bab3f,0.0003522454899306,2022-12-28,2023-01-22
0x4528cbf5ebf0770a4780a8069bbb92ce4bdda369,7,4,0.00199007,0x9c08a64692468932e78da3d323fda2b818ba6ceb,0.0018323882505115,2022-12-06,2023-01-03
0x16360518a831f002f9ea6845ec43b7e585d4b7d7,15,11,0.3351,0x82e0b8cdd80af5930c4452c684e71c861148ec8a,0.0686493616735534,2022-10-29,2022-12-18
0x9b32413bbf495e50733625371ec3e95968fd1206,44,22,0.0661,0x0d5716f0e35135679585da753291a06c7b4375a2,0.0,2022-06-07,2023-01-22
0x4e6760963a38d779265cf5935c4e7c117bd8eb47,7,4,0.130232,0xdf75054cd67217aee44b4f9e4ebc651c00330938,0.0081328400958176,2022-12-08,2022-12-20
0x8ab2808cba3481532d9e9d3151eaf802d84da65a,21,8,0.0929999267299189,0xff1f2b4adb9df6fc8eafecdcbf96a2b351680455,0.0142280391470833,2022-10-28,2023-01-02
0xfbce66e584b7aece31da197bf7e13c1b565b45cc,16,9,9.015971148892e-06,0x54eafc97e719cb6db0de6af0f789c589dc14edbd,0.00012994507259,2022-10-28,2023-01-22
0xfdf382e10d233e2152b8e42b2f1e3445a1cef112,11,6,0.00071493314,0xaca4ed7a0b8b4607c32813a0c83a86f01a92f283,0.000173494814241,2022-05-04,2023-01-20
0x19c5aa6608000bebec53da979eb2f48940c5fc9a,32,12,0.02754991,0x23b305e804ed61270610b9f1c3e9cc6e52279065,7.6064945187e-05,2021-12-29,2022-12-20
0xd1b78a6de9b9e57976ad83e92fccbee1cfbeb339,70,35,0.01778719,0xc7be520a13dc023a1b34c03f4abdab8a43653f7b,0.0275998353950849,2020-11-19,2023-01-14
0x5f095ee48625bccfb6536a3d04e7e897f88ab71f,20,8,0.01003528,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0020276385608866,2022-11-04,2023-01-09
0x1979f9a751cb24d1c00fe1b1ab58aeb5288314ec,203,36,0.0,0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0.0077382212182442,2022-01-02,2023-01-17
0xd64883b83d5d36d128e244d76ea8ac0fd216bc4c,23,7,0.0095,0x0b9857ae2d4a3dbe74ffe1d7df045bb7f96e4840,0.3185085077436767,2022-06-27,2023-01-03
0x6476f48b9660c2a959d8adf620433f4a15367d94,9,7,0.002,0x524ca8c2bef2602a7f3eadbc6ff99d375a37578a,1.2781755952e-08,2022-04-22,2023-01-04
0x89b1d2997b2f60a061fafd712515f68dec2979d9,154,39,0.0,0x06450dee7fd2fb8e39061434babcfc05599a6fb8,0.0018150103233668,2022-09-15,2023-01-22
0x82b5a8071fd234b6c22d05f548f78fc7720c7bd5,5,5,0.0005016,0x07062fd3f6f1bd96c545272f9583a86264950e57,0.0030342504742491,2022-12-19,2023-01-13
0x4d703969e9e44d7d7f9a2ef55088346b1b48646b,23,17,0.06746009,0xdf75054cd67217aee44b4f9e4ebc651c00330938,0.0070092845148693,2021-11-26,2022-12-20
0x21dbd14795baec7614b53b7b2429919aefe84c76,87,39,0.02634314,0x1b165fe4da6bc58ab8370ddc763d367d29f50ef0,0.0181418760974858,2021-06-28,2023-01-18
0xb7b1a2a3681ef10e50de3aa4f9d57cada36a8538,56,33,0.01937914,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0.0006486060848758,2021-12-12,2023-01-06
0xe4945afba92cf4b493d08eb67f429e739616a576,22,17,0.1088,0xdf75054cd67217aee44b4f9e4ebc651c00330938,0.0201387289609632,2022-08-04,2022-12-20
0x3ffe151b7bbcc31bdfb88d1affed9ea6e0b728f5,32,10,0.05766642,0xdf75054cd67217aee44b4f9e4ebc651c00330938,0.0453855777498259,2022-06-27,2022-12-20
0x7721c94a31b7863cb7d99dd5438898a83ba2d209,159,56,0.002,0x2b8aca3da84e01ae4333b746cb749ac67a2e684c,0.0004580568023602,2020-11-23,2023-01-21
0xba17342776446fa2b94ffdc3704996dbe1545f4c,15,5,0.0503932809383319,0x2a003ac9a642a558b71f54a5fce6ab9becc36294,0.0010757290369406,2022-06-21,2022-12-19
0x22eada6dd651ff3eb7cd25924a6dcf4f0954149d,63,19,0.0041,0xcf39966d2de5d1ee035b66504bcb701adc9dda47,0.0008089973081688,2020-10-24,2022-12-31
0x57206ddb1731d8287f752a5f335a257050bb24de,18,16,0.02,0xdf75054cd67217aee44b4f9e4ebc651c00330938,0.0274120930506766,2021-11-17,2022-12-20
0x71b1009033ff60b23068dbc52c6295f9753d2382,63,20,2.374881089560501,0xa6b71e26c5e0845f74c812102ca7114b6a896ab2,0.0434475219166126,2021-10-16,2023-01-22
0xa23c85d2fb7c101169e75829f98209365c6938dc,92,23,0.02203119,0xc0da02939e1441f497fd74f78ce7decb17b66529,0.0031647146155404,2022-04-16,2023-01-21
0x32547e4daf8dd8c47ee71d0702db6f23af7aa40c,20,11,0.0210569960317809,0xdf75054cd67217aee44b4f9e4ebc651c00330938,0.0085389036742852,2021-07-28,2022-12-20
0x00409fc839a2ec2e6d12305423d37cd011279c09,832,28,0.0,0xce5513474e077f5336cf1b33c1347fdd8d48ae8c,0.0478977710398845,2022-12-12,2023-01-23
0xfdbab9340d0193d9cc860ec63dfecf5bdcdb32df,68,26,0.011232,0xb893a69878f5d239a1088be85b8050d59b5e5db9,0.0003766501961831,2022-10-07,2023-01-13
0x70bc7d78c6ed5d2c1e6054c7f6f4277adf231d70,15,7,0.0195,0x30c29bbcfc55002bfcf2f39f738df46aa905ea16,0.0007527031432152,2022-06-26,2023-01-19
0xd7866b9d2319d75fd2cb77588ca80e7d9fc3d1bb,18,11,0.1,0xacb83e0633d6605c5001e2ab59ef3c745547c8c7,0.0521710324488936,2020-12-25,2022-12-20
0x992129ad0e5c642f4d088ba6b51da823588b09e1,24,14,0.047232,0xe575282b376e3c9886779a841a2510f1dd8c2ce4,0.0135531027377929,2022-11-21,2023-01-21
0xe5e9ffe707ee071998340972af6fb178f5c64ba6,2196,6,0.0,0x21ed1955e972d468735465635fa5bc7ef7c2b101,1.5474526711960406,2023-01-17,2023-01-23
0x27575dc293d6b920e1ababf2f69e9559724fb5d7,2,1,0.03842482,0xdf75054cd67217aee44b4f9e4ebc651c00330938,0.0216264439894614,2022-12-20,2022-12-20
0x192b01842db5446fc9d618e6fb675bc57bf01d15,54,15,0.9295,0xff1f2b4adb9df6fc8eafecdcbf96a2b351680455,0.0723231960552549,2022-06-19,2023-01-07
0xf9e1d1e9f22c96752356adfd377231528c7e851e,1289,34,0.0,0x47c84a87a2a972769cc5deda28118617e3a48f8c,0.2307860671779799,2022-11-28,2023-01-22
0xed55793bda1aec0a3a98cc5f092e071e5785106c,173,35,0.015,0x6bef7922eba9fdd6beca781cd21e3a25f872aa97,0.0005538885183385,2022-08-10,2023-01-16
0xd15955295c049fac06c9a68288ff428769712245,370,46,0.229821246430586,0xd15955295c049fac06c9a68288ff428769712245,0.0858966130790977,2022-02-13,2023-01-18
0x2fe59a3d4379a127adb934bcb9fcccf2c770eb97,709,36,0.11,0x0521fa0bf785ae9759c7cb3cbe7512ebf20fbdaa,0.0424267258107733,2022-05-01,2023-01-05
0x4863474be2229a23deb7d61c9e9fda3427004a1f,58,22,0.062,0x5a94dc6cc85fda49d8e9a8b85dde8629025c42be,0.0097067358514149,2022-10-29,2023-01-11
0xe2eb93e9f71448c16e31345e6c2e1c8ef5afd3b4,295,16,3e-05,0x914643668d83c1eeef33fd8286bf514a9dea498e,0.0066626368107968,2022-12-02,2023-01-01
0x481843a82fbb4a9f0fac77efceb3342078cceafc,107,46,0.1,0x80c67432656d59144ceff962e8faf8926599bcf8,0.0060666749426806,2018-02-01,2023-01-13
0xe4b8bd8cb10dbf3b152ae13cbf95ec8b869420e1,368,29,0.0,0x99c9fc46f92e8a1c0dec1b1747d010903e884be1,0.1176375413657283,2022-09-01,2023-01-22
0xe782bdb152e26d2b3dbe701cd5b427b820e0e7b3,82,36,0.005,0x7d655c57f71464b6f83811c55d84009cd9f5221c,0.0039971497788839,2021-02-10,2022-12-14
0xf4e185c9a121a497c59329d11407115b4bf54005,5,4,0.00149,0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0.0158557893023616,2022-12-14,2023-01-23
0xddc7baa14d47a3387e0d858525a14afe4e4cfd10,22,13,0.01,0x645bb6893bcc6ab937237530a057cc4ab56ccc1a,0.1652555895416051,2022-08-13,2023-01-11
0x89fcf35ea299909710a1e1dbaf3cee44dfbc70ec,16,13,0.2495,0x82e0b8cdd80af5930c4452c684e71c861148ec8a,0.054536784042654,2022-10-29,2022-12-17
0xbf968896003f37be4f5dfdec76b391b3702abe94,62,8,0.63006,0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0.0027662376340045,2022-12-08,2023-01-21
0x7a6262392e01ae348f0a1614c9aa8da7f973e526,36,14,0.01353561,0x283af0b28c62c092c9727f1ee09c02ca627eb7f5,0.0023259025158862,2022-06-17,2023-01-01
0x3afb5ec38dc42d310e4552f19da56b13dc2ff8fc,88,26,0.01,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0.0016811342226992,2022-11-12,2023-01-22
0x3274cc9d9b9025bf6e3a9a0ede0ccab93aac0f25,13,11,0.100232,0x82e0b8cdd80af5930c4452c684e71c861148ec8a,0.0079184053865595,2022-11-09,2022-12-18
0x4b7f50783680fad0cb26829d28f94b90680f68f8,4,1,0.01,0xdf75054cd67217aee44b4f9e4ebc651c00330938,0.0006991573619799,2022-12-20,2022-12-20
0xbba4e2e8989ada97d5623bdb7c4936ab97f3c72b,13,11,0.013,0xdf75054cd67217aee44b4f9e4ebc651c00330938,0.0521755955193885,2022-11-10,2022-12-20
0xbfe9ea66f1a6ca0762290f900ba8901068aaea5f,18,5,0.004,0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0.0004095324897494,2022-12-20,2023-01-23
0x6c8bf3bf9c95c6d1d0d0873b71700687697eda38,11,6,0.01,0xdf75054cd67217aee44b4f9e4ebc651c00330938,0.0078638335619545,2022-05-21,2022-12-21
0xbe2e79722cd44d3ce29045abc17d1e52f5b8fc8b,29,9,0.1195,0xd4b80c3d7240325d18e645b49e6535a3bf95cc58,0.328381007223214,2022-08-12,2023-01-07
0x4a5ac0323e6c401c980661a607be7fffdf65bfa4,26,7,0.12,0xd4b80c3d7240325d18e645b49e6535a3bf95cc58,0.2881611784020283,2022-08-09,2023-01-06
0x442ff45559aa171b9ad0e4f05123818bc9ad9d74,23,8,0.298,0x442ff45559aa171b9ad0e4f05123818bc9ad9d74,0.010135543699018,2022-04-28,2022-12-20
0x17476d0ed31f81d95b5ba8960b2d0b4de4675e64,4705,42,0.3,0x1cf8b7c59560c7142085a8da527a79871872544a,0.0270199375103536,2022-10-06,2023-01-23
0x1682d0f5d52f62951cb6b3507b59408927de22b7,6,5,0.154,0x15dda60616ffca20371ed1659dbb78e888f65556,0.0095694531377791,2022-11-22,2023-01-10
0xb0a68fcd79b69c3673f710b16b3a6b42f7732e1e,15,8,0.024,0x8cc6517e45db7a0803fef220d9b577326a12033f,0.0050878729657387,2022-11-07,2023-01-05
0x1087b1a12859220d8a0f4d3d76f6f8c95c9532ac,20,12,0.08442788841096,0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0.004818229269637,2022-07-17,2023-01-22
0x396d4fe8bea12cad175c05d161207b22d5a2c546,7,4,0.014181,0x084b1c3c81545d370f3634392de611caabff8148,0.0008029569702418,2022-12-13,2023-01-16
0x68811cf0c345c8b439da80e32269670b62ab145b,53,17,0.8498459681473246,0xa6b71e26c5e0845f74c812102ca7114b6a896ab2,0.0807787630821902,2021-10-19,2023-01-22
0x2e26e70814d171c723a99ccf748b6120c982ba31,20,5,0.085932,0x914643668d83c1eeef33fd8286bf514a9dea498e,0.044809215370035,2022-11-28,2023-01-05
0x6c4ec0e42274327de4d89b6fb446c44ae6349763,52,20,0.1337611,0x4951540f871e24f23eaeed82b5d1ec18587c0e14,0.000162033573891,2021-10-03,2023-01-05
0xd512e0aeea0228a35253ece18e40192e434c61fd,244,31,0.0001,0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0.5345694373681308,2022-11-26,2023-01-22
0x53ffa1fc6ef26b7ea45bc9a20b9aeb40ff5f1b02,286,67,0.01,0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0.2010668258664657,2020-09-09,2023-01-22
0x843146d71d57af0e731f85db1f094643776c8e91,65,20,0.003348,0xb002e94e49ed357694a669a22523662f36ed3a99,0.0010158825854005,2021-08-09,2023-01-22
0x496022d8a8cc5abd5fdaa5f37b3b1e85279219cf,30,14,0.029232,0xdf75054cd67217aee44b4f9e4ebc651c00330938,0.0036172598926586,2022-11-20,2022-12-20
0x643c97dcf2f3a0bfed52b10c1a7f31cc47da1127,71,24,0.2582365,0x603d2bceab1f9136af8ba4c5a83d5fa07655db93,7.103489631e-05,2021-12-14,2022-12-17
0x894aa5f1e45454677a8560dde3b45cb5c427ef92,127,56,0.451,0xe575282b376e3c9886779a841a2510f1dd8c2ce4,10.533172937017508,2021-08-12,2023-01-22
0x72f0dc65c73a8ac6a3a5b749efb288107211d2f0,51,9,0.71,0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0.002129604820182,2022-12-02,2023-01-21
0xaffa6a011f39efab87e0ab2a0cc49a4e81100a30,6,5,0.0558,0xcaf333b10755c2597f1a3c5b9882f2610f461f25,0.000138563827941,2022-12-03,2023-01-16
0x5879c9ad534b5b9acf47ed0d33a946de46877ac4,5,3,0.1,0xdf75054cd67217aee44b4f9e4ebc651c00330938,0.0130520717297187,2022-12-03,2022-12-20
0x158e02e4a130afd22426bc3cca06dd346f4f54ea,29,12,0.05838,0x6b175474e89094c44da98b954eedeac495271d0f,0.0011016522712097,2021-03-25,2023-01-22
0x2ca928cf27277413f6d073b3a5c57eb701c99755,32,19,0.8,0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0.0821953777230956,2022-06-05,2023-01-19
0x046bc0da1a0bb1d1087a8d49f9daa516759e00bb,16,9,0.089232,0x82e0b8cdd80af5930c4452c684e71c861148ec8a,0.1182350897192523,2022-11-09,2022-12-18
0xfba95dfab27b03e088dec44a83ea275c8b808ab2,58,17,0.0248064,0xa6b71e26c5e0845f74c812102ca7114b6a896ab2,0.016064946555563,2022-11-29,2023-01-07
0x0865178eb2b06f96df651edaa251580612e9e166,19,8,0.007,0xa6b71e26c5e0845f74c812102ca7114b6a896ab2,0.0039946547564169,2022-10-24,2023-01-16
0x21b16f537a9cc5a4b732dca9454daf4f85a77f00,35,11,0.139232,0x6837186a02a5f023a994a36ee1059d705b40f6f3,0.0072444125895532,2022-11-09,2023-01-03
0x02ea0cfcf662d9c81842862b254657d53b2ae0ce,13,5,0.049088,0xd4b80c3d7240325d18e645b49e6535a3bf95cc58,0.0276568820779854,2022-12-12,2023-01-23
0x66ad3825eceeff34670671040ee65b8031d1b033,31,20,0.1088,0xdf75054cd67217aee44b4f9e4ebc651c00330938,0.0068474072478614,2022-07-30,2022-12-20
0x2eba2ea7fc358066839468056b82201e94d4d725,91,21,1.191280130586396,0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0.003785402633234,2021-09-05,2023-01-22
0x5ab18d26f8494623d1fdd826bfa3f49e693a9270,6,3,0.117232,0x4dbd4fc535ac27206064b68ffcf827b0a60bab3f,0.005448318168514,2022-12-01,2022-12-10
0x4a854706b9f1f284c86dd4cf2d5d8b089a9c152f,164,28,0.0,0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0.0026467747154233,2022-07-31,2023-01-19
0xa326f53b8999479ff1bf620ab9b853363e0fd0a7,19,16,0.02,0xca6d7604ae55ba1ba864c26692a91979f25cdb96,0.0248639888039443,2021-11-17,2022-12-26
0x4e20c7a7e218730e7c081c44d1e1c8ff7dce232b,20,11,0.0623,0xdf75054cd67217aee44b4f9e4ebc651c00330938,0.0073149505972564,2022-06-10,2022-12-17
0x6626658ebf27c394bde3dc91cd136afaede7ffe9,130,52,0.0,0xc7be520a13dc023a1b34c03f4abdab8a43653f7b,0.1349766785881825,2022-09-13,2023-01-18
0xcd0b67a61e5e8f4616c19e421e929813b6d947df,485,26,0.002,0xd9c225efcc4162173a7369a14fd559de4e4aadae,0.0164718688052728,2022-12-03,2023-01-23
0xdf632ea5ba8283488aae8538e17a2f802243a61a,759,39,0.0,0xfd6ff39da508d281c2d255e9bbbfab34b6be60c3,0.4057230051971012,2022-03-04,2023-01-23
0x293c173b0ae90cd27c349cd8892efa625a98dbae,41,20,0.06382272,0xdf75054cd67217aee44b4f9e4ebc651c00330938,0.0020641817871131,2019-04-20,2022-12-18
